stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
273,424,Rondo Sybiraków,,52.7425218238495,15.2736420929432,,,
274,387,Włókiennicza,,52.7412178900194,15.2684050798416,,,
275,369,Podmiejska Boczna,,52.7404668518944,15.2653916180134,,,
276,325,Rondo Solidarności,,52.7381527611675,15.2567777037621,,,
277,385,Pomorska,,52.742066344548,15.2537253499031,,,
439,258,Małorolnych/Cicha,,52.715627400919,15.2525585889816,,,
440,83,Rondo Kasprzaka,,52.7175462540623,15.2486318349838,,,
441,25,Skowronkowa,,52.709114694203,15.2407702803612,,,
442,210,Kręta,,52.7044164271967,15.2364908158779,,,
443,318,ROD Malwa,,52.7015543154994,15.2331259846687,,,
444,320,ROD Sami Swoi,,52.7009935731616,15.2272465825081,,,
445,317,Drozdowa Ogrody Działkowe,,52.7028480587405,15.2207368612289,,,
550,321,ROD Sami Swoi,,52.7009009280819,15.2273538708687,,,
551,319,ROD Malwa,,52.7015104315763,15.2326498925686,,,
380,211,Kręta,,52.7045537583311,15.2367201447487,,,
381,26,Skowronkowa,,52.7099678361196,15.241633951664,,,
382,84,Rondo Kasprzaka,,52.7171823121119,15.2492567896843,,,
383,259,Małorolnych/Cicha,,52.7158321259371,15.251550078392,,,
281,588,Zieleniec PKP,,52.6998428098019,15.2638453245163,,,
282,395,Bindera,,52.6960554788703,15.2714627981186,,,
285,185,Poznańska/Wierzbowa,,52.6918353875113,15.2797910571098,,,
1252,923,Karnin PKP,,52.6910973172984,15.2822694182396,,,
576,646,Siedlicka I,,52.6937244002539,15.2863490581512,,,
1253,6466,Siedlicka II,,52.6954995425534,15.2929204702377,,,
